I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-14, -43, -29, 29, 7, -36, -9, -24, -48, -68, -48, -48, 
-14, -48, -34, 31, 9, -41, -14, -24, -43, -68, -53, -48, 
-9, -48, -39, 29, 14, -43, -9, -24, -48, -68, -53, -53, 
-14, -48, -34, 31, 9, -41, -4, -24, -53, -68, -48, -48, 
-19, -48, -29, 34, 4, -39, -9, -29, -48, -68, -48, -48, 
-19, -48, -29, 34, 4, -39, -14, -34, -53, -68, -58, -48, 
-14, -48, -34, 31, 9, -41, -4, -29, -58, -68, -58, -48, 
-14, -48, -34, 31, 9, -41, -4, -34, -63, -68, -58, -48, 
-9, -53, -43, 31, 17, -48, -14, -29, -53, -68, -58, -48, 
-14, -53, -39, 34, 12, -46, -14, -24, -48, -73, -53, -48, 
-19, -53, -34, 36, 7, -43, -19, -29, -53, -78, -58, -48, 
-19, -53, -34, 36, 7, -43, -29, -29, -58, -82, -63, -48, 
-24, -58, -34, 41, 4, -46, -34, -34, -58, -82, -63, -53, 
-24, -63, -39, 43, 7, -51, -29, -39, -58, -82, -63, -53, 
-14, -58, -43, 36, 14, -51, -14, -39, -63, -87, -68, -58, 
-14, -53, -39, 34, 12, -46, -14, -39, -63, -87, -68, -58, 
-24, -58, -34, 41, 4, -46, -19, -39, -58, -78, -58, -53, 
-19, -63, -43, 41, 12, -53, -4, -34, -58, -78, -63, -53, 
-14, -58, -43, 36, 14, -51, 4, -34, -68, -87, -68, -53, 
-14, -53, -39, 34, 12, -46, 4, -39, -68, -87, -68, -53, 
-14, -53, -39, 34, 12, -46, -4, -39, -63, -82, -68, -53, 
-14, -58, -43, 36, 14, -51, -4, -39, -68, -82, -68, -58, 
-14, -58, -43, 36, 14, -51, -9, -39, -73, -87, -73, -58, 
-19, -58, -39, 39, 9, -48, -19, -43, -78, -87, -73, -58, 
-19, -63, -43, 41, 12, -53, -19, -48, -78, -92, -73, -58, 
-19, -63, -43, 41, 12, -53, -24, -43, -78, -92, -73, -58, 
-19, -63, -43, 41, 12, -53, -29, -43, -78, -92, -78, -63, 
-19, -63, -43, 41, 12, -53, -29, -39, -78, -92, -78, -68, 
-24, -63, -39, 43, 7, -51, -24, -43, -73, -92, -78, -63, 
-29, -68, -39, 48, 4, -53, -24, -48, -73, -92, -73, -63, 
-29, -68, -39, 48, 4, -53, -24, -48, -78, -97, -73, -63, 
-24, -63, -39, 43, 7, -51, -24, -43, -87, -97, -73, -68, 
-19, -63, -43, 41, 12, -53, -24, -43, -87, -92, -73, -68, 
-14, -68, -53, 41, 19, -61, -19, -43, -82, -87, -73, -63, 
-14, -63, -48, 39, 17, -56, -24, -43, -78, -92, -73, -63, 
-14, -63, -48, 39, 17, -56, -24, -43, -78, -97, -78, -63, 
-19, -63, -43, 41, 12, -53, -24, -48, -78, -97, -73, -63, 
-24, -68, -43, 46, 9, -56, -19, -48, -73, -102, -73, -68, 
-29, -68, -39, 48, 4, -53, -24, -43, -73, -97, -73, -63, 
-14, -58, -43, 36, 14, -51, -29, -43, -78, -97, -73, -63, 
-14, -53, -39, 34, 12, -46, -29, -43, -82, -102, -78, -63, 
-14, -58, -43, 36, 14, -51, -24, -43, -82, -102, -87, -68, 
-19, -63, -43, 41, 12, -53, -24, -43, -78, -102, -87, -73, 
-29, -63, -34, 46, 2, -48, -34, -43, -73, -102, -82, -73, 
-24, -58, -34, 41, 4, -46, -29, -43, -78, -102, -87, -73, 
-19, -58, -39, 39, 9, -48, -29, -43, -73, -102, -87, -73, 
-24, -58, -34, 41, 4, -46, -34, -43, -78, -102, -82, -68, 
-24, -58, -34, 41, 4, -46, -34, -43, -82, -102, -82, -68, 
-19, -68, -48, 43, 14, -58, -34, -43, -87, -102, -82, -68, 
-19, -73, -53, 46, 17, -63, -34, -43, -87, -102, -82, -68, 
-19, -68, -48, 43, 14, -58, -34, -48, -78, -102, -87, -68, 
-19, -68, -48, 43, 14, -58, -39, -48, -78, -107, -82, -68, 
-9, -63, -53, 36, 21, -58, -39, -43, -82, -102, -82, -73, 
-9, -68, -58, 39, 24, -63, -34, -43, -87, -102, -87, -68, 
-24, -73, -48, 48, 12, -61, -39, -48, -87, -102, -87, -63, 
-24, -73, -48, 48, 12, -61, -34, -48, -92, -102, -87, -68, 
-19, -73, -53, 46, 17, -63, -19, -43, -92, -102, -82, -68, 
-29, -68, -39, 48, 4, -53, -19, -43, -87, -102, -82, -68, 
-29, -68, -39, 48, 4, -53, -24, -48, -87, -102, -82, -68, 
-24, -73, -48, 48, 12, -61, -19, -48, -82, -102, -87, -68, 
-19, -73, -53, 46, 17, -63, -19, -43, -82, -107, -92, -68, 
-19, -73, -53, 46, 17, -63, -29, -48, -92, -107, -87, -73, 
-29, -73, -43, 51, 7, -58, -24, -48, -87, -102, -87, -68, 
-29, -73, -43, 51, 7, -58, -19, -48, -87, -102, -82, -63, 
-24, -73, -48, 48, 12, -61, -19, -53, -82, -107, -82, -68, 
-14, -73, -58, 43, 21, -65, -29, -48, -87, -107, -78, -68, 
-19, -73, -53, 46, 17, -63, -34, -43, -87, -107, -78, -68, 
-24, -73, -48, 48, 12, -61, -34, -43, -82, -107, -82, -68, 
-24, -82, -58, 53, 17, -70, -34, -48, -73, -102, -82, -68, 
-24, -87, -63, 56, 19, -75, -34, -48, -78, -102, -78, -63, 
-29, -82, -53, 56, 12, -68, -34, -48, -82, -102, -78, -68, 
-29, -82, -53, 56, 12, -68, -29, -48, -87, -107, -87, -73, 
-24, -78, -53, 51, 14, -65, -29, -48, -82, -102, -87, -73, 
-19, -73, -53, 46, 17, -63, -29, -48, -82, -102, -82, -68, 
-19, -73, -53, 46, 17, -63, -34, -53, -87, -97, -82, -68, 
-19, -73, -53, 46, 17, -63, -34, -53, -87, -102, -82, -68, 
-19, -78, -58, 48, 19, -68, -29, -53, -82, -102, -78, -68, 
-19, -78, -58, 48, 19, -68, -24, -53, -82, -107, -78, -68, 
-19, -73, -53, 46, 17, -63, -24, -53, -87, -107, -87, -68, 
-19, -73, -53, 46, 17, -63, -29, -48, -82, -102, -82, -68, 
-19, -78, -58, 48, 19, -68, -29, -43, -82, -97, -82, -68, 
-19, -73, -53, 46, 17, -63, -29, -48, -87, -102, -87, -68, 
-9, -73, -63, 41, 26, -68, -34, -48, -97, -107, -87, -63, 
-9, -73, -63, 41, 26, -68, -29, -43, -92, -102, -82, -63, 
-19, -73, -53, 46, 17, -63, -24, -43, -87, -102, -78, -68, 
-19, -73, -53, 46, 17, -63, -29, -48, -87, -102, -82, -68, 
-14, -68, -53, 41, 19, -61, -34, -53, -87, -107, -82, -68, 
-9, -68, -58, 39, 24, -63, -43, -53, -87, -107, -87, -73, 
-19, -73, -53, 46, 17, -63, -43, -53, -92, -107, -92, -73, 
-19, -78, -58, 48, 19, -68, -34, -53, -92, -107, -87, -73, 
-19, -73, -53, 46, 17, -63, -14, -58, -97, -112, -82, -78, 
-19, -68, -48, 43, 14, -58, -14, -53, -97, -112, -82, -73, 
-24, -68, -43, 46, 9, -56, -29, -48, -87, -107, -87, -68, 
-24, -78, -53, 51, 14, -65, -29, -48, -92, -107, -87, -68, 
-24, -78, -53, 51, 14, -65, -19, -53, -92, -107, -87, -68, 
-19, -73, -53, 46, 17, -63, -19, -48, -92, -107, -87, -68, 
-19, -73, -53, 46, 17, -63, -24, -48, -92, -107, -87, -73, 
-19, -68, -48, 43, 14, -58, -19, -48, -92, -107, -82, -73, 
-19, -63, -43, 41, 12, -53, -14, -43, -82, -102, -82, -68, 
-9, -53, -43, 31, 17, -48, -9, -39, -82, -97, -78, -63, 
-9, -43, -34, 26, 12, -39, -14, -34, -78, -97, -82, -68, 
-9, -43, -34, 26, 12, -39, -9, -34, -68, -87, -78, -68, 
-9, -39, -29, 24, 9, -34, -4, -34, -63, -82, -78, -68, 
-4, -29, -24, 17, 9, -26, -4, -34, -63, -82, -73, -68, 
-14, -29, -14, 21, 0, -21, -4, -34, -68, -82, -73, -63, 
-14, -29, -14, 21, 0, -21, 0, -29, -68, -87, -68, -63, 
-9, -19, -9, 14, 0, -14, 9, -24, -63, -87, -63, -63, 
-9, -9, 0, 9, -4, -4, 9, -14, -48, -78, -63, -53, 
-4, -9, -4, 7, 0, -7, 4, -14, -43, -68, -58, -58, 
-4, -14, -9, 9, 2, -12, 4, -14, -39, -73, -58, -58, 
-9, -14, -4, 12, -2, -9, 9, -9, -34, -63, -53, -53, 
-9, -4, 4, 7, -7, 0, 4, -9, -39, -58, -53, -48, 
-4, -4, 0, 4, -2, -2, -4, -14, -48, -68, -58, -53, 
-4, -14, -9, 9, 2, -12, -9, -9, -43, -78, -63, -58, 
0, -4, -4, 2, 2, -4, -4, -9, -34, -73, -58, -48, 
0, 4, 4, -2, -2, 4, 0, -9, -34, -63, -53, -48, 
-9, 4, 14, 2, -12, 9, 4, -4, -34, -63, -53, -53, 
-14, 0, 14, 7, -14, 7, 9, -9, -34, -63, -58, -53, 
-4, 9, 14, -2, -9, 12, 4, -19, -34, -68, -53, -53, 
4, 24, 19, -14, -7, 21, -14, -24, -34, -68, -48, -53, 
0, 29, 29, -14, -14, 29, -24, -29, -34, -68, -48, -53, 
-4, 29, 34, -12, -19, 31, -34, -39, -39, -68, -48, -53, 
4, 19, 14, -12, -4, 17, -43, -48, -48, -68, -48, -48, 
4, 19, 14, -12, -4, 17, -53, -58, -63, -73, -53, -48, 
0, 19, 19, -9, -9, 19, -53, -63, -63, -78, -53, -48, 
0, 14, 14, -7, -7, 14, -48, -53, -53, -78, -48, -48, 
0, 9, 9, -4, -4, 9, -39, -48, -48, -68, -48, -48, 
-9, 9, 19, 0, -14, 14, -29, -58, -58, -68, -53, -48, 
-19, 24, 43, -2, -31, 34, -24, -53, -53, -68, -48, -43, 
-9, 39, 48, -14, -29, 43, -29, -48, -39, -63, -43, -43, 
4, 48, 43, -26, -19, 46, -34, -58, -43, -63, -43, -39, 
9, 48, 39, -29, -14, 43, -34, -58, -53, -63, -43, -39, 
9, 43, 34, -26, -12, 39, -39, -58, -63, -63, -34, -34, 
14, 43, 29, -29, -7, 36, -48, -53, -58, -63, -34, -29, 
19, 43, 24, -31, -2, 34, -48, -53, -58, -58, -34, -24, 
24, 39, 14, -31, 4, 26, -58, -58, -58, -68, -34, -29, 
24, 24, 0, -24, 12, 12, -68, -63, -68, -73, -39, -34, 
24, 4, -19, -14, 21, -7, -73, -73, -73, -78, -53, -34, 
19, -14, -34, -2, 26, -24, -78, -73, -82, -82, -53, -34, 
19, -19, -39, 0, 29, -29, -78, -68, -87, -82, -48, -29, 
19, -24, -43, 2, 31, -34, -73, -68, -92, -87, -48, -29, 
14, -24, -39, 4, 26, -31, -73, -78, -102, -102, -58, -39, 
0, -34, -34, 17, 17, -34, -63, -78, -102, -102, -63, -48, 
-19, -48, -29, 34, 4, -39, -48, -58, -92, -87, -63, -53, 
-29, -58, -29, 43, 0, -43, -43, -43, -87, -87, -68, -53, 
-34, -73, -39, 53, 2, -56, -43, -53, -97, -102, -78, -63, 
-34, -82, -48, 58, 7, -65, -53, -63, -112, -117, -92, -68, 
-34, -87, -53, 61, 9, -70, -58, -73, -122, -122, -92, -73, 
-24, -87, -63, 56, 19, -75, -58, -73, -126, -126, -97, -73, 
-24, -87, -63, 56, 19, -75, -58, -73, -126, -126, -102, -78, 
-24, -92, -68, 58, 21, -80, -63, -68, -112, -122, -97, -78, 
-29, -102, -73, 65, 21, -87, -68, -68, -112, -117, -92, -73, 
-29, -102, -73, 65, 21, -87, -73, -73, -117, -122, -97, -78, 
-29, -102, -73, 65, 21, -87, -73, -73, -122, -131, -102, -87, 
-34, -107, -73, 70, 19, -90, -63, -68, -122, -126, -97, -87, 
-34, -117, -82, 75, 24, -100, -53, -68, -126, -126, -102, -82, 
-34, -122, -87, 78, 26, -104, -48, -82, -136, -136, -112, -92, 
-34, -131, -97, 82, 31, -114, -53, -92, -136, -141, -112, -97, 
-29, -126, -97, 78, 34, -112, -58, -82, -131, -146, -112, -92, 
-34, -126, -92, 80, 29, -109, -48, -73, -131, -141, -112, -92, 
-34, -131, -97, 82, 31, -114, -34, -73, -131, -136, -107, -87, 
-34, -131, -97, 82, 31, -114, -29, -73, -126, -131, -107, -87, 
-39, -131, -92, 85, 26, -112, -34, -68, -126, -131, -107, -87, 
-39, -131, -92, 85, 26, -112, -34, -68, -122, -126, -102, -87, 
-34, -131, -97, 82, 31, -114, -34, -68, -122, -126, -97, -82, 
-29, -122, -92, 75, 31, -107, -39, -73, -122, -136, -97, -82, 
-24, -122, -97, 73, 36, -109, -39, -73, -122, -136, -102, -82, 
-29, -126, -97, 78, 34, -112, -34, -68, -117, -131, -107, -82, 
-34, -126, -92, 80, 29, -109, -34, -63, -117, -126, -102, -82, 
-34, -126, -92, 80, 29, -109, -39, -63, -112, -126, -97, -82, 
-34, -126, -92, 80, 29, -109, -34, -63, -112, -131, -107, -87, 
-34, -126, -92, 80, 29, -109, -29, -58, -112, -131, -112, -87, 
-34, -126, -92, 80, 29, -109, -34, -53, -117, -126, -112, -82, 
-34, -122, -87, 78, 26, -104, -39, -53, -112, -126, -107, -78, 
-29, -112, -82, 70, 26, -97, -34, -53, -112, -126, -107, -82, 
-34, -112, -78, 73, 21, -95, -29, -53, -107, -126, -102, -82, 
-39, -117, -78, 78, 19, -97, -34, -58, -107, -122, -102, -82, 
-39, -122, -82, 80, 21, -102, -29, -53, -112, -122, -102, -82, 
-29, -117, -87, 73, 29, -102, -24, -48, -107, -122, -102, -82, 
-34, -117, -82, 75, 24, -100, -29, -48, -102, -122, -102, -87, 
-34, -117, -82, 75, 24, -100, -34, -48, -102, -117, -97, -82, 
-34, -112, -78, 73, 21, -95, -29, -48, -112, -117, -97, -87, 
-29, -117, -87, 73, 29, -102, -39, -48, -107, -112, -97, -87, 
-29, -117, -87, 73, 29, -102, -34, -43, -102, -117, -102, -87, 
-29, -117, -87, 73, 29, -102, -34, -48, -102, -117, -102, -82, 
-39, -122, -82, 80, 21, -102, -34, -48, -102, -117, -102, -82, 
-39, -122, -82, 80, 21, -102, -34, -53, -102, -122, -102, -87, 
-39, -117, -78, 78, 19, -97, -39, -58, -102, -126, -102, -87, 
-39, -112, -73, 75, 17, -92, -43, -53, -107, -126, -102, -92, 
-39, -112, -73, 75, 17, -92, -39, -48, -102, -126, -102, -87, 
-34, -117, -82, 75, 24, -100, -29, -39, -102, -122, -102, -87, 
-34, -126, -92, 80, 29, -109, -24, -24, -97, -112, -92, -78, 
-39, -136, -97, 87, 29, -117, -19, 0, -78, -102, -87, -78, 
-34, -136, -102, 85, 34, -119, -4, 29, -48, -82, -82, -73, 
-24, -131, -107, 78, 41, -119, 14, 63, -4, -58, -73, -68, 
-19, -126, -107, 73, 43, -117, 34, 107, 48, -29, -68, -73, 
-24, -122, -97, 73, 36, -109, 53, 141, 97, 4, -58, -68, 
-24, -102, -78, 63, 26, -90, 63, 175, 126, 58, -29, -43, 
0, -73, -73, 36, 36, -73, 73, 214, 165, 131, 34, 0, 
24, -43, -68, 9, 46, -56, 73, 258, 234, 234, 117, 63, 
58, -4, -63, -26, 61, -34, 78, 273, 292, 341, 200, 122, 
78, 9, -68, -43, 73, -29, 68, 244, 317, 448, 268, 175, 
87, 14, -73, -51, 80, -29, 53, 190, 346, 566, 356, 229, 
102, 53, -48, -78, 75, 2, 43, 146, 414, 732, 478, 307, 
136, 117, -19, -126, 78, 48, 29, 92, 483, 907, 610, 400, 
161, 195, 34, -178, 63, 114, 0, -4, 488, 1039, 741, 492, 
170, 258, 87, -214, 41, 173, -39, -131, 448, 1088, 824, 556, 
161, 307, 146, -234, 7, 226, -63, -292, 370, 1044, 844, 575, 
136, 366, 229, -251, -46, 297, -97, -512, 234, 873, 795, 546, 
102, 424, 322, -263, -109, 373, -190, -761, 43, 595, 653, 453, 
48, 473, 424, -261, -187, 448, -322, -1010, -170, 287, 468, 331, 
-9, 536, 546, -263, -278, 541, -453, -1268, -385, -29, 283, 200, 
-82, 595, 678, -256, -380, 636, -556, -1546, -624, -351, 92, 63, 
-156, 610, 766, -226, -461, 688, -668, -1810, -878, -658, -107, -82, 
-209, 580, 790, -185, -500, 685, -795, -2059, -1137, -941, -307, -224, 
-263, 522, 785, -129, -524, 653, -902, -2259, -1395, -1205, -497, -361, 
-292, 444, 736, -75, -514, 590, -980, -2347, -1556, -1351, -634, -453, 
-302, 361, 663, -29, -483, 512, -1019, -2303, -1586, -1395, -727, -522, 
-312, 292, 605, 9, -458, 448, -1034, -2235, -1556, -1410, -795, -575, 
-312, 239, 551, 36, -431, 395, -1054, -2166, -1542, -1385, -819, -600, 
-297, 185, 483, 56, -390, 334, -1039, -2044, -1503, -1312, -790, -580, 
-283, 136, 419, 73, -351, 278, -976, -1888, -1434, -1210, -736, -551, 
-268, 117, 385, 75, -326, 251, -902, -1722, -1351, -1112, -683, -517, 
-244, 122, 366, 61, -305, 244, -834, -1537, -1239, -1005, -610, -463, 
-204, 131, 336, 36, -270, 234, -761, -1346, -1112, -873, -522, -400, 
-170, 141, 312, 14, -241, 226, -692, -1161, -976, -756, -444, -341, 
-146, 117, 263, 14, -204, 190, -629, -1024, -873, -663, -385, -292, 
-131, 87, 219, 21, -175, 153, -580, -917, -795, -600, -346, -258, 
-117, 78, 195, 19, -156, 136, -531, -819, -712, -541, -307, -234, 
-97, 58, 156, 19, -126, 107, -463, -712, -634, -478, -283, -209, 
-82, 29, 112, 26, -97, 70, -375, -590, -551, -424, -258, -185, 
-73, 19, 92, 26, -82, 56, -287, -463, -453, -356, -219, -161, 
-68, 14, 82, 26, -75, 48, -214, -351, -361, -302, -185, -146, 
-63, 9, 73, 26, -68, 41, -156, -273, -287, -258, -165, -131, 
-58, 4, 63, 26, -61, 34, -122, -209, -229, -219, -146, -112, 
-53, 9, 63, 21, -58, 36, -97, -165, -185, -180, -126, -102, 
-39, 0, 39, 19, -39, 19, -78, -126, -151, -151, -112, -87, 
-29, -14, 14, 21, -21, 0, -58, -82, -122, -131, -97, -73, 
-29, -24, 4, 26, -17, -9, -48, -48, -102, -117, -82, -63, 
-29, -29, 0, 29, -14, -14, -29, -29, -82, -102, -78, -58, 
-29, -34, -4, 31, -12, -19, -9, -9, -68, -87, -68, -53, 
-19, -43, -24, 31, 2, -34, 0, 9, -53, -73, -58, -48, 
-14, -43, -29, 29, 7, -36, 0, 24, -43, -68, -53, -48, 
-14, -48, -34, 31, 9, -41, 4, 29, -34, -68, -48, -48, 
-14, -48, -34, 31, 9, -41, 14, 39, -24, -53, -43, -48, 
-9, -53, -43, 31, 17, -48, 14, 48, -19, -43, -39, -43, 
-14, -53, -39, 34, 12, -46, 19, 58, -14, -43, -39, -43, 
-14, -48, -34, 31, 9, -41, 24, 68, -9, -39, -39, -39, 
-4, -48, -43, 26, 19, -46, 29, 78, -4, -34, -34, -34, 
-4, -53, -48, 29, 21, -51, 29, 82, 4, -29, -24, -34, 
-4, -53, -48, 29, 21, -51, 24, 87, 19, -29, -19, -34, 
-9, -53, -43, 31, 17, -48, 24, 92, 24, -19, -19, -34, 
-9, -58, -48, 34, 19, -53, 29, 102, 24, -9, -19, -34, 
-9, -58, -48, 34, 19, -53, 34, 117, 29, -4, -14, -29, 
-4, -53, -48, 29, 21, -51, 43, 112, 34, -4, -9, -24, 
-4, -48, -43, 26, 19, -46, 53, 117, 39, 0, 0, -24, 
0, -48, -48, 24, 24, -48, 48, 126, 39, 4, 4, -19, 
0, -53, -53, 26, 26, -53, 43, 126, 43, 9, 4, -19, 
0, -43, -43, 21, 21, -43, 48, 131, 48, 14, 0, -14, 
4, -39, -43, 17, 24, -41, 43, 131, 48, 14, 0, -14, 
9, -39, -48, 14, 29, -43, 39, 136, 48, 14, 4, -14, 
9, -43, -53, 17, 31, -48, 53, 141, 53, 14, 9, -14, 
4, -43, -48, 19, 26, -46, 63, 141, 63, 19, 14, -9, 
4, -43, -48, 19, 26, -46, 58, 141, 68, 29, 19, 0, 
9, -43, -53, 17, 31, -48, 58, 146, 63, 34, 14, 0, 
4, -43, -48, 19, 26, -46, 63, 151, 63, 34, 14, -4, 
9, -43, -53, 17, 31, -48, 58, 156, 78, 39, 24, 0, 
14, -39, -53, 12, 34, -46, 53, 165, 87, 43, 29, 4, 
9, -43, -53, 17, 31, -48, 53, 170, 87, 48, 24, 14, 
4, -43, -48, 19, 26, -46, 63, 175, 92, 53, 29, 14, 
9, -39, -48, 14, 29, -43, 63, 175, 97, 63, 39, 14, 
14, -39, -53, 12, 34, -46, 73, 180, 97, 63, 39, 9, 
14, -39, -53, 12, 34, -46, 78, 185, 97, 63, 34, 9, 
14, -29, -43, 7, 29, -36, 78, 190, 97, 73, 34, 14, 
19, -24, -43, 2, 31, -34, 73, 190, 102, 73, 39, 24, 
24, -19, -43, -2, 34, -31, 73, 195, 107, 78, 48, 29, 
19, -19, -39, 0, 29, -29, 78, 204, 117, 78, 43, 24, 
14, -14, -29, 0, 21, -21, 82, 209, 122, 78, 48, 24, 
14, -19, -34, 2, 24, -26, 82, 209, 126, 82, 53, 29, 
19, -19, -39, 0, 29, -29, 87, 214, 131, 97, 58, 34, 
34, -9, -43, -12, 39, -26, 82, 224, 136, 102, 63, 39, 
39, -4, -43, -17, 41, -24, 82, 229, 146, 107, 63, 39, 
34, 0, -34, -17, 34, -17, 87, 229, 156, 107, 68, 43, 
29, 4, -24, -17, 26, -9, 92, 244, 161, 112, 73, 43, 
29, 4, -24, -17, 26, -9, 97, 248, 170, 117, 78, 48, 
29, 4, -24, -17, 26, -9, 97, 248, 170, 126, 82, 53, 
39, 4, -34, -21, 36, -14, 97, 253, 175, 131, 87, 58, 
43, 9, -34, -26, 39, -12, 102, 263, 175, 136, 87, 58, 
39, 14, -24, -26, 31, -4, 102, 263, 180, 136, 87, 58, 
39, 19, -19, -29, 29, 0, 97, 273, 185, 141, 97, 63, 
43, 24, -19, -34, 31, 2, 107, 287, 195, 151, 107, 73, 
43, 29, -14, -36, 29, 7, 112, 292, 204, 156, 112, 73, 
39, 29, -9, -34, 24, 9, 107, 297, 214, 170, 112, 78, 
39, 29, -9, -34, 24, 9, 102, 307, 219, 175, 117, 78, 
53, 34, -19, -43, 36, 7, 112, 312, 219, 175, 122, 82, 
53, 43, -9, -48, 31, 17, 117, 317, 234, 180, 126, 82, 
48, 43, -4, -46, 26, 19, 112, 322, 244, 190, 131, 87, 
48, 48, 0, -48, 24, 24, 112, 336, 248, 200, 141, 92, 
53, 53, 0, -53, 26, 26, 117, 346, 253, 209, 151, 102, 
58, 58, 0, -58, 29, 29, 122, 351, 258, 219, 156, 107, 
58, 63, 4, -61, 26, 34, 131, 366, 263, 224, 151, 112, 
53, 68, 14, -61, 19, 41, 131, 375, 273, 224, 156, 107, 
63, 78, 14, -70, 24, 46, 131, 385, 287, 229, 165, 107, 
68, 78, 9, -73, 29, 43, 141, 390, 292, 244, 175, 122, 
63, 78, 14, -70, 24, 46, 146, 400, 302, 263, 185, 131, 
68, 87, 19, -78, 24, 53, 141, 409, 312, 268, 190, 136, 
78, 102, 24, -90, 26, 63, 136, 419, 312, 273, 195, 136, 
73, 107, 34, -90, 19, 70, 146, 429, 322, 278, 200, 146, 
73, 107, 34, -90, 19, 70, 156, 444, 336, 292, 204, 146, 
82, 112, 29, -97, 26, 70, 161, 448, 346, 302, 219, 151, 
87, 122, 34, -104, 26, 78, 161, 453, 351, 307, 229, 161, 
87, 131, 43, -109, 21, 87, 161, 463, 356, 322, 234, 170, 
87, 141, 53, -114, 17, 97, 165, 488, 370, 331, 248, 175, 
87, 146, 58, -117, 14, 102, 170, 492, 380, 341, 253, 180, 
92, 151, 58, -122, 17, 104, 170, 507, 390, 356, 258, 190, 
92, 161, 68, -126, 12, 114, 165, 517, 395, 375, 273, 200, 
97, 170, 73, -134, 12, 122, 170, 527, 405, 380, 283, 209, 
92, 180, 87, -136, 2, 134, 170, 536, 409, 385, 283, 209, 
97, 185, 87, -141, 4, 136, 175, 541, 429, 390, 297, 214, 
97, 190, 92, -143, 2, 141, 190, 546, 439, 409, 312, 224, 
102, 195, 92, -148, 4, 143, 200, 556, 448, 424, 322, 234, 
102, 204, 102, -153, 0, 153, 195, 566, 453, 429, 326, 239, 
112, 214, 102, -163, 4, 158, 185, 570, 458, 439, 336, 253, 
122, 224, 102, -173, 9, 163, 190, 575, 463, 444, 341, 258, 
117, 229, 112, -173, 2, 170, 185, 580, 463, 448, 346, 258, 
117, 239, 122, -178, -2, 180, 180, 580, 478, 463, 356, 263, 
112, 239, 126, -175, -7, 183, 180, 590, 483, 468, 366, 268, 
112, 244, 131, -178, -9, 187, 185, 590, 488, 468, 370, 268, 
117, 258, 141, -187, -12, 200, 185, 590, 488, 473, 370, 273, 
122, 263, 141, -192, -9, 202, 185, 585, 488, 478, 366, 273, 
126, 268, 141, -197, -7, 204, 175, 585, 488, 483, 366, 273, 
126, 273, 146, -200, -9, 209, 170, 580, 492, 483, 375, 278, 
131, 278, 146, -204, -7, 212, 170, 575, 492, 488, 385, 287, 
136, 287, 151, -212, -7, 219, 175, 570, 492, 492, 390, 292, 
141, 307, 165, -224, -12, 236, 185, 570, 497, 492, 395, 292, 
136, 307, 170, -222, -17, 239, 185, 570, 492, 497, 395, 292, 
131, 302, 170, -217, -19, 236, 180, 575, 492, 497, 395, 297, 
126, 307, 180, -217, -26, 244, 180, 561, 492, 497, 400, 297, 
126, 312, 185, -219, -29, 248, 170, 546, 483, 497, 400, 297, 
126, 317, 190, -222, -31, 253, 156, 541, 483, 497, 405, 297, 
126, 322, 195, -224, -34, 258, 156, 541, 483, 502, 405, 302, 
131, 326, 195, -229, -31, 261, 161, 527, 478, 497, 405, 302, 
131, 331, 200, -231, -34, 265, 156, 502, 473, 488, 400, 292, 
126, 331, 204, -229, -39, 268, 146, 502, 468, 483, 395, 287, 
122, 331, 209, -226, -43, 270, 136, 497, 473, 478, 395, 287, 
122, 331, 209, -226, -43, 270, 126, 478, 458, 468, 395, 287, 
117, 331, 214, -224, -48, 273, 117, 458, 444, 463, 390, 283, 
112, 326, 214, -219, -51, 270, 117, 444, 439, 453, 380, 273, 
112, 322, 209, -217, -48, 265, 122, 424, 424, 434, 366, 263, 
112, 312, 200, -212, -43, 256, 126, 409, 405, 419, 356, 258, 
107, 302, 195, -204, -43, 248, 126, 395, 395, 405, 346, 253, 
97, 287, 190, -192, -46, 239, 112, 370, 385, 395, 331, 244, 
87, 287, 200, -187, -56, 244, 102, 346, 366, 375, 317, 224, 
87, 283, 195, -185, -53, 239, 102, 331, 346, 351, 297, 204, 
87, 273, 185, -180, -48, 229, 97, 317, 331, 326, 283, 190, 
78, 253, 175, -165, -48, 214, 87, 292, 317, 312, 268, 180, 
68, 244, 175, -156, -53, 209, 78, 273, 292, 297, 248, 175, 
58, 229, 170, -143, -56, 200, 68, 253, 273, 273, 234, 161, 
58, 214, 156, -136, -48, 185, 68, 234, 253, 248, 219, 141, 
58, 200, 141, -129, -41, 170, 63, 219, 239, 229, 190, 126, 
53, 185, 131, -119, -39, 158, 53, 204, 224, 214, 175, 117, 
43, 170, 126, -107, -41, 148, 48, 190, 209, 200, 165, 102, 
39, 161, 122, -100, -41, 141, 43, 170, 190, 180, 151, 87, 
24, 146, 122, -85, -48, 134, 48, 151, 170, 156, 136, 73, 
24, 136, 112, -80, -43, 124, 48, 141, 151, 136, 122, 73, 
29, 126, 97, -78, -34, 112, 39, 126, 131, 122, 102, 63, 
29, 112, 82, -70, -26, 97, 39, 112, 122, 107, 87, 48, 
24, 97, 73, -61, -24, 85, 34, 102, 112, 92, 82, 39, 
14, 78, 63, -46, -24, 70, 19, 92, 97, 73, 68, 29, 
9, 73, 63, -41, -26, 68, 14, 78, 78, 58, 53, 19, 
